address_components,formatted_address,partial_match,place_id,types,geometry.bounds.northeast.lat,geometry.bounds.northeast.lng,geometry.bounds.southwest.lat,geometry.bounds.southwest.lng,geometry.location.lat,geometry.location.lng,geometry.location_type,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,former_id,maps_query,plus_code.compound_code,plus_code.global_code
"[{'long_name': 'Mucajaí', 'short_name': 'Mucajaí', 'types': ['locality', 'political']}, {'long_name': 'Mucajaí', 'short_name': 'Mucajaí', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69340-000', 'short_name': '69340-000', 'types': ['postal_code']}]","Mucajaí, RR, 69340-000, Brazil",True,ChIJteLyni6Vko0RzSNFapR0WEY,"['locality', 'political']",2.4620398,-60.89762080000001,2.4179099,-60.9407331,2.4470932,-60.91878449999999,APPROXIMATE,2.4620398,-60.89762080000001,2.4179099,-60.9407331,56,"JESUS DE NAZARÉ E.P.G.,AVENIDA FIRMINO AZEVEDO, S/N,NOVA JERUSALÉM,MUCAJAÍ,RR",,
"[{'long_name': 'Jerusalem', 'short_name': 'Jerusalem', 'types': ['locality', 'political']}, {'long_name': 'Jerusalem District', 'short_name': 'Jerusalem District', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Israel', 'short_name': 'IL', 'types': ['country', 'political']}]","Jerusalem, Israel",True,ChIJS_zBNNbXAhURy-FuRT5ib9k,"['locality', 'political']",31.8829601,35.2652869,31.7096771,35.0854311,31.768319,35.21371,APPROXIMATE,31.8829601,35.2652869,31.7096771,35.0854311,56,"JESUS DE NAZARÉ E.P.G.,AVENIDA FIRMINO AZEVEDO, S/N,NOVA JERUSALÉM,MUCAJAÍ,RR",,
"[{'long_name': '262', 'short_name': '262', 'types': ['street_number']}, {'long_name': '13 De Setembro', 'short_name': '13 De Setembro', 'types': ['route']}, {'long_name': 'Treze de Setembro', 'short_name': 'Treze de Setembro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69314-570', 'short_name': '69314-570', 'types': ['postal_code']}]","Avenida General Sampaio - 13 De Setembro, 262 - Treze de Setembro, Boa Vista - RR, 69314-570, Brazil",True,ChIJJVer6S0Ek40RVC0uwyH5zeA,"['establishment', 'point_of_interest', 'school']",,,,,2.801848,-60.6864797,ROOFTOP,2.803217630291502,-60.68515451970849,2.800519669708498,-60.6878524802915,57,"PEQUENO POLEGAR E.M,AVENIDA GENERAL SAMPAIO, 262,TREZE DE SETEMBRO,BOA VISTA,RR","R827+PC Boa Vista, State of Roraima, Brazil",67JXR827+PC
"[{'long_name': 'Avenida Getúlio Vargas', 'short_name': 'Av. Getúlio Vargas', 'types': ['route']}, {'long_name': 'Alto Alegre', 'short_name': 'Alto Alegre', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69350-000', 'short_name': '69350-000', 'types': ['postal_code']}]","Av. Getúlio Vargas, Alto Alegre - RR, 69350-000, Brazil",True,ChIJo1X9Alo1k40RGemeXhHX47c,['route'],2.9962736,-61.30352480000001,2.9837627,-61.31518879999999,2.9902834,-61.3096402,GEOMETRIC_CENTER,2.9962736,-61.30352480000001,2.9837627,-61.31518879999999,58,"PROFESSORA EDINEIDE SALES CAMPELO E.,AVENIDA GETULIO VARGAS S/N SEDE,CENTRO,ALTO ALEGRE,RR",,
"[{'long_name': 'Rua Antônio Freire', 'short_name': 'R. Antônio Freire', 'types': ['route']}, {'long_name': 'Alto Alegre', 'short_name': 'Alto Alegre', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69350-000', 'short_name': '69350-000', 'types': ['postal_code']}]","R. Antônio Freire, Alto Alegre - RR, 69350-000, Brazil",True,ChIJ392XcUY1k40RcTnDE745CdM,['route'],2.9921069,-61.3042538,2.9859177,-61.3117259,2.9888864,-61.30821,GEOMETRIC_CENTER,2.9921069,-61.3042538,2.9859177,-61.3117259,58,"PROFESSORA EDINEIDE SALES CAMPELO E.,AVENIDA GETULIO VARGAS S/N SEDE,CENTRO,ALTO ALEGRE,RR",,
"[{'long_name': '4333', 'short_name': '4333', 'types': ['street_number']}, {'long_name': 'Avenida Getúlio Vargas', 'short_name': 'Av. Getúlio Vargas', 'types': ['route']}, {'long_name': 'Canarinho', 'short_name': 'Canarinho', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69306-545', 'short_name': '69306-545', 'types': ['postal_code']}]","Av. Getúlio Vargas, 4333 - Canarinho, Boa Vista - RR, 69306-545, Brazil",True,ChIJHejrCBEGk40R4IroKU5gy8M,['street_address'],,,,,2.8291362,-60.6603308,ROOFTOP,2.830575680291502,-60.65908571970849,2.827877719708498,-60.66178368029149,59,"GONCALVES DIAS E.E.,AVENIDA GETULIO VARGAS, 4333,CANARINHO,BOA VISTA,RR","R8HQ+MV Canarinho, Boa Vista - RR, Brazil",67JXR8HQ+MV
"[{'long_name': '132', 'short_name': '132', 'types': ['street_number']}, {'long_name': 'Avenida Glaycon de Paiva', 'short_name': 'Av. Glaycon de Paiva', 'types': ['route']}, {'long_name': 'Mecejana', 'short_name': 'Mecejana', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69304-360', 'short_name': '69304-360', 'types': ['postal_code']}]","Av. Glaycon de Paiva, 132 - Mecejana, Boa Vista - RR, 69304-360, Brazil",True,EkdBdi4gR2xheWNvbiBkZSBQYWl2YSwgMTMyIC0gTWVjZWphbmEsIEJvYSBWaXN0YSAtIFJSLCA2OTMwNC0zNjAsIEJyYXppbCIxEi8KFAoSCVPl-lHfBZONEWiTYAtQ2O8FEIQBKhQKEgn5inWN2gWTjREXaAbk81V6Gg,['street_address'],,,,,2.8201602,-60.6750669,RANGE_INTERPOLATED,2.821509180291502,-60.6737179197085,2.818811219708498,-60.67641588029151,60,"I.N.S.S. INSTITUTO NACIONAL DE SEGURIDADE SOCIAL,AVENIDA GLAYCON DE PAIVA, 132,CENTRO,BOA VISTA,RR",,
"[{'long_name': '2496', 'short_name': '2496', 'types': ['street_number']}, {'long_name': 'Avenida Glaycon de Paiva', 'short_name': 'Av. Glaycon de Paiva', 'types': ['route']}, {'long_name': 'Pricumã', 'short_name': 'Pricumã', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69309-695', 'short_name': '69309-695', 'types': ['postal_code']}]","Av. Glaycon de Paiva, 2496 - Pricumã, Boa Vista - RR, 69309-695, Brazil",True,ChIJ-cbrGckFk40RyE_eIARcNbU,['premise'],2.813251,-60.6938107,2.8129052,-60.6944483,2.8130582,-60.69416,ROOFTOP,2.814343480291502,-60.69278051970849,2.811645519708498,-60.6954784802915,61,"I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA,AVENIDA GLAYCON DE PAIVA, N. 2496,PRICUMA,BOA VISTA,RR",,
"[{'long_name': '2496', 'short_name': '2496', 'types': ['street_number']}, {'long_name': 'Avenida Glaycon de Paiva', 'short_name': 'Av. Glaycon de Paiva', 'types': ['route']}, {'long_name': 'Pricumã', 'short_name': 'Pricumã', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69303-340', 'short_name': '69303-340', 'types': ['postal_code']}]","Av. Glaycon de Paiva, 2496 - Pricumã, Boa Vista - RR, 69303-340, Brazil",True,ChIJYXNhFMkFk40RqXI4dRb3ipU,"['establishment', 'point_of_interest', 'school', 'secondary_school', 'university']",,,,,2.813129,-60.6939884,ROOFTOP,2.814318180291502,-60.69257261970849,2.811620219708498,-60.69527058029151,61,"I.F.R.R. INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DE RORAIMA,AVENIDA GLAYCON DE PAIVA, N. 2496,PRICUMA,BOA VISTA,RR","R874+7C Pricumã, Boa Vista - RR, Brazil",67JXR874+7C
"[{'long_name': '157', 'short_name': '157', 'types': ['street_number']}, {'long_name': 'Avenida Jaime Brasil', 'short_name': 'Av. Jaime Brasil', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69301-350', 'short_name': '69301-350', 'types': ['postal_code']}]","Av. Jaime Brasil, 157 - Centro, Boa Vista - RR, 69301-350, Brazil",True,ChIJC2vFyXYGk40RO4CT1IHeXFI,"['establishment', 'point_of_interest']",,,,,2.8169924,-60.66845419999999,ROOFTOP,2.818409780291502,-60.66704196970849,2.815711819708498,-60.6697399302915,62,"JUNTA COMERCIAL DE RORAIMA,AVENIDA JAIME BRASIL, 157,CENTRO,BOA VISTA,RR","R88J+QJ Centro, Boa Vista - RR, Brazil",67JXR88J+QJ
"[{'long_name': 'Mucajaí', 'short_name': 'Mucajaí', 'types': ['locality', 'political']}, {'long_name': 'Mucajaí', 'short_name': 'Mucajaí', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69340-000', 'short_name': '69340-000', 'types': ['postal_code']}]","Mucajaí, RR, 69340-000, Brazil",True,ChIJteLyni6Vko0RzSNFapR0WEY,"['locality', 'political']",2.4620398,-60.89762080000001,2.4179099,-60.9407331,2.4470932,-60.91878449999999,APPROXIMATE,2.4620398,-60.89762080000001,2.4179099,-60.9407331,63,"PADRE JOSÉ MONTICONE,AVENIDA MARANHÃO,BAIRRO DOS ESTADOS,MUCAJAÍ,RR",,
"[{'long_name': 'Estados', 'short_name': 'Estados', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'João Pessoa', 'short_name': 'João Pessoa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Paraíba', 'short_name': 'PB', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Estados, João Pessoa - PB, Brazil",True,ChIJx-evLVvdrAcRltlRXTCxOJA,"['political', 'sublocality', 'sublocality_level_1']",-7.1053961,-34.8495246,-7.1198466,-34.867168,-7.1128323,-34.8541389,APPROXIMATE,-7.1053961,-34.8495246,-7.1198466,-34.867168,63,"PADRE JOSÉ MONTICONE,AVENIDA MARANHÃO,BAIRRO DOS ESTADOS,MUCAJAÍ,RR",,
"[{'long_name': '2310', 'short_name': '2310', 'types': ['street_number']}, {'long_name': 'Avenida Mário Homem de Melo', 'short_name': 'Avenida Mário H. de Melo', 'types': ['route']}, {'long_name': 'Mecejana', 'short_name': 'Mecejana', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69304-350', 'short_name': '69304-350', 'types': ['postal_code']}]","Av. Mário Homem de Melo, 2310 - Mecejana, Boa Vista - RR, 69304-350, Brazil",True,ChIJ9dyKu8EFk40R6PrgZLloUAE,['premise'],2.8235381,-60.6939524,2.8226548,-60.6944769,2.8229957,-60.69416,ROOFTOP,2.824277680291502,-60.6928656697085,2.821579719708498,-60.6955636302915,64,"SETRABES - SECRETARIA DO TRABALHO E BEM-ESTAR SOCIAL,AVENIDA MARIO HOMEM DE MELO, N. 2310,MECEJANA,BOA VISTA,RR",,
"[{'long_name': '2310', 'short_name': '2310', 'types': ['street_number']}, {'long_name': 'Avenida Mário Homem de Melo', 'short_name': 'Avenida Mário H. de Melo', 'types': ['route']}, {'long_name': 'Mecejana', 'short_name': 'Mecejana', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69304-350', 'short_name': '69304-350', 'types': ['postal_code']}]","Av. Mário Homem de Melo, 2310 - Mecejana, Boa Vista - RR, 69304-350, Brazil",True,ChIJBSRkdcEFk40RlGZTlrX8r9s,"['establishment', 'local_government_office', 'point_of_interest']",,,,,2.822681,-60.6941725,ROOFTOP,2.823848980291502,-60.69283366970849,2.821151019708498,-60.69553163029151,64,"SETRABES - SECRETARIA DO TRABALHO E BEM-ESTAR SOCIAL,AVENIDA MARIO HOMEM DE MELO, N. 2310,MECEJANA,BOA VISTA,RR","R8F4+38 Mecejana, Boa Vista - RR, Brazil",67JXR8F4+38
"[{'long_name': '512', 'short_name': '512', 'types': ['street_number']}, {'long_name': 'Avenida Minas Gerais', 'short_name': 'Av. Minas Gerais', 'types': ['route']}, {'long_name': 'Paraviana', 'short_name': 'Paraviana', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69307-345', 'short_name': '69307-345', 'types': ['postal_code']}]","Av. Minas Gerais, 512 - Paraviana, Boa Vista - RR, 69307-345, Brazil",True,ChIJX3WzH7AIk40REdD8UaJUAj8,['premise'],2.8501921,-60.66458340000001,2.850075,-60.6646799,2.8501298,-60.66464299999999,ROOFTOP,2.851464780291502,-60.66333526970849,2.848766819708498,-60.6660332302915,65,"SILVIO LOFEGO BOTELHO C.S.,AVENIDA MINAS GERAIS,512,ESTADOS,BOA VISTA,RR",,
"[{'long_name': '1762', 'short_name': '1762', 'types': ['subpremise']}, {'long_name': '3351', 'short_name': '3351', 'types': ['street_number']}, {'long_name': 'Avenida Nossa Senhora de Nazaré', 'short_name': 'Av. Nossa Sra. de Nazaré', 'types': ['route']}, {'long_name': 'Asa Branca', 'short_name': 'Asa Branca', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69313-525', 'short_name': '69313-525', 'types': ['postal_code']}]","Av. Nossa Sra. de Nazaré, 3351 - 1762 - Asa Branca, Boa Vista - RR, 69313-525, Brazil",True,ElZBdi4gTm9zc2EgU3JhLiBkZSBOYXphcsOpLCAzMzUxIC0gMTc2MiAtIEFzYSBCcmFuY2EsIEJvYSBWaXN0YSAtIFJSLCA2OTMxMy01MjUsIEJyYXppbCI7GjkKMRIvChQKEgkh4vblqgWTjRFHV3CX2y6w_BCXGioUChIJKZ-W2qAFk40R-JYO1yoJj0cSBDE3NjI,['subpremise'],,,,,2.8086509,-60.72030999999999,RANGE_INTERPOLATED,2.809999880291502,-60.71896101970849,2.807301919708499,-60.7216589802915,66,"PROFESSORA CARMEM EUGENIA MACAGI E.E.F.,AVENIDA NOSSA SENHORA DE NAZARE, 3351 - 3626 1762,ASA BRANCA,BOA VISTA,RR",,
"[{'long_name': '475', 'short_name': '475', 'types': ['street_number']}, {'long_name': 'Avenida Nossa Senhora de Nazaré', 'short_name': 'Av. Nossa Sra. de Nazaré', 'types': ['route']}, {'long_name': 'Asa Branca', 'short_name': 'Asa Branca', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69313-525', 'short_name': '69313-525', 'types': ['postal_code']}]","Av. Nossa Sra. de Nazaré, 475 - Asa Branca, Boa Vista - RR, 69313-525, Brazil",True,ChIJT9OIvqoFk40RQXHjtSc2mFs,"['establishment', 'point_of_interest', 'school']",,,,,2.8124374,-60.720984,ROOFTOP,2.813792130291501,-60.71959136970849,2.811094169708498,-60.7222893302915,66,"PROFESSORA CARMEM EUGENIA MACAGI E.E.F.,AVENIDA NOSSA SENHORA DE NAZARE, 3351 - 3626 1762,ASA BRANCA,BOA VISTA,RR","R76H+XJ Asa Branca, Boa Vista - RR, Brazil",67JXR76H+XJ
"[{'long_name': 'Avenida Santo Amaro', 'short_name': 'Av. Santo Amaro', 'types': ['route']}, {'long_name': 'Alto Alegre', 'short_name': 'Alto Alegre', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69350-000', 'short_name': '69350-000', 'types': ['postal_code']}]","Av. Santo Amaro, Alto Alegre - RR, 69350-000, Brazil",True,ChIJFQVzv0U1k40RAItfFS4PTkI,['route'],2.994342,-61.3049828,2.9873327,-61.3133662,2.9909081,-61.3088732,GEOMETRIC_CENTER,2.994342,-61.3049828,2.9873327,-61.3133662,67,"PROFESSOR GERALDO PINTO E.,AVENIDA SANTO AMARO S/N SEDE,CENTRO,ALTO ALEGRE,RR",,
"[{'long_name': '1138', 'short_name': '1138', 'types': ['street_number']}, {'long_name': 'Avenida Santo Antônio', 'short_name': 'Av. Santo Antônio', 'types': ['route']}, {'long_name': 'Equatorial', 'short_name': 'Equatorial', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69317-320', 'short_name': '69317-320', 'types': ['postal_code']}]","Av. Santo Antônio, 1138 - Equatorial, Boa Vista - RR, 69317-320, Brazil",True,ChIJ5yxeky0Fk40R7DWu1CfWNjA,"['establishment', 'point_of_interest', 'school']",,,,,2.8168521,-60.7635579,ROOFTOP,2.818205180291502,-60.76231311970849,2.815507219708498,-60.7650110802915,68,"SENADOR DARCY RIBEIRO E.M.,AVENIDA SANTO ANTONIO, 1138 - 3627-8402,JARDIM EQUATORIAL,BOA VISTA,RR","R68P+PH Equatorial, Boa Vista - RR, Brazil",67JXR68P+PH
"[{'long_name': '1917', 'short_name': '1917', 'types': ['street_number']}, {'long_name': 'Avenida Santos Dumont', 'short_name': 'Av. Santos Dumont', 'types': ['route']}, {'long_name': 'São Francisco', 'short_name': 'São Francisco', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69305-105', 'short_name': '69305-105', 'types': ['postal_code']}]","Av. Santos Dumont, 1917 - São Francisco, Boa Vista - RR, 69305-105, Brazil",True,ChIJcxK34gYGk40Rzd52H6vd3Zs,['street_address'],,,,,2.8354128,-60.6720361,ROOFTOP,2.836832780291501,-60.67062451970849,2.834134819708498,-60.6733224802915,69,"CENTRO DE ESTUDOS TECNOLÓGICO ''MARIA DA GLORIA'',AVENIDA SANTOS DUMONT, 1917,SAO FRANCISCO,BOA VISTA,RR","R8PH+55 São Francisco, Boa Vista - RR, Brazil",67JXR8PH+55
"[{'long_name': 'São Pedro', 'short_name': 'São Pedro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","São Pedro, Boa Vista - RR, Brazil",True,ChIJmdqDOxIGk40RuaJzUWOwxK0,"['political', 'sublocality', 'sublocality_level_1']",2.8313346,-60.6570941,2.8194319,-60.6675754,2.827267,-60.6623872,APPROXIMATE,2.8313346,-60.6570941,2.8194319,-60.6675754,70,"C.A.P.-D.V. CENTRO DE APOIO AS PESSOAS COM DEFICIÊNCIA VISUAL,AVENIDA SANTOS DUMONT, 439,SAO PEDRO,BOA VISTA,RR",,
"[{'long_name': 'Avenida São Sebastião', 'short_name': 'Av. São Sebastião', 'types': ['route']}, {'long_name': 'Cambará', 'short_name': 'Cambará', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69313-495', 'short_name': '69313-495', 'types': ['postal_code']}]","Av. São Sebastião - Cambará, Boa Vista - RR, 69313-495, Brazil",True,ChIJXd7sEAwFk40RU5Q7lK-mMHA,"['establishment', 'point_of_interest', 'school']",,,,,2.8217199,-60.7281201,GEOMETRIC_CENTER,2.823071580291502,-60.7268164197085,2.820373619708498,-60.7295143802915,71,"REDE CIDADANIA ATENÇÃO ESPECIAL,AVENIDA SAO SEBASTIAO 1.195,SANTA TEREZA,BOA VISTA,RR","R7CC+MQ Cambará, Boa Vista - RR, Brazil",67JXR7CC+MQ
"[{'long_name': 'Martins Pereira', 'short_name': 'Martins Pereira', 'types': ['locality', 'political']}, {'long_name': 'Rorainópolis', 'short_name': 'Rorainópolis', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69373-000', 'short_name': '69373-000', 'types': ['postal_code']}]","Martins Pereira, Rorainópolis - RR, 69373-000, Brazil",True,ChIJY8qjSVl3jI0RbrKmcbZVV1U,"['locality', 'political']",,,,,1.1016553,-60.3910158,APPROXIMATE,1.103004280291502,-60.38966681970849,1.100306319708498,-60.3923647802915,72,"ESCOLA EST. FAGUNDES VARELA,AVENIDA SETE DE SETEMBRO, PROX. A PRAÇA,DISTRITO DE MARTINS PEREIRA,RORAINÓPOLIS,RR",,
"[{'long_name': 'Fagundes Varela', 'short_name': 'Fagundes Varela', 'types': ['locality', 'political']}, {'long_name': 'Fagundes Varela', 'short_name': 'Fagundes Varela', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Rio Grande do Sul', 'short_name': 'RS', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '95333-000', 'short_name': '95333-000', 'types': ['postal_code']}]","Fagundes Varela, RS, 95333-000, Brazil",True,ChIJtfxDJz-2HZURueLI_FZrkJ0,"['locality', 'political']",-28.8778936,-51.6814513,-28.8875142,-51.7157128,-28.8809625,-51.698332,APPROXIMATE,-28.8778936,-51.6814513,-28.8875142,-51.7157128,72,"ESCOLA EST. FAGUNDES VARELA,AVENIDA SETE DE SETEMBRO, PROX. A PRAÇA,DISTRITO DE MARTINS PEREIRA,RORAINÓPOLIS,RR",,
"[{'long_name': 'Rua Tepequem', 'short_name': 'R. Tepequem', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Amajari', 'short_name': 'Amajari', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69343-000', 'short_name': '69343-000', 'types': ['postal_code']}]","R. Tepequem - Centro, Amajari - RR, 69343-000, Brazil",True,ChIJGdlspPwz640RJe6qCcPBT_c,"['establishment', 'point_of_interest', 'school']",,,,,3.6554563,-61.4136825,GEOMETRIC_CENTER,3.656593280291502,-61.4123044697085,3.653895319708498,-61.41500243029151,73,"OVIDIO DIAS DE SOUZA E.E.F.,AVENIDA TEPEQUEM S/N SEDE,CENTRO,AMAJARI,RR","MH4P+5G Amajari, RR, Brazil",67MWMH4P+5G
"[{'long_name': 'BR-174', 'short_name': 'BR-174', 'types': ['route']}, {'long_name': 'Rorainópolis', 'short_name': 'Rorainópolis', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","BR-174, Rorainópolis - RR, Brazil",True,EiJCUi0xNzQsIFJvcmFpbsOzcG9saXMgLSBSUiwgQnJhemlsIi4qLAoUChIJ8SMHJwJqmpMRda4iUnatuVsSFAoSCcPN9GkMhYuNEeOjNEtds7Bb,['route'],1.148204100000025,-60.2173364,-1.577631600000025,-60.69946059999999,-0.1778149,-60.6870639,GEOMETRIC_CENTER,1.148204100000025,-60.2173364,-1.577631600000025,-60.69946059999999,74,"ESCOLA EST. PROFESSOR LEOPOLDO CAMPELO,BR 174 KM 72, S/N, JUNDIÁ, RORAINÓPOLIS,DISTRITO DE JUNDIÁ,RORAINÓPOLIS,RR",,
